Date,BTC,ETH,USDT,DOT,XRP,ADA,LINK,LTC,BCH,BNB
2017-07-03,2564.06005859375,282.89801025390625,1.000749945640564,0.0,0.25995901226997375,0.0,0.0,46.425201416015625,0.0,0.0,
2017-07-04,2601.639892578125,273.3030090332031,0.9988279938697815,0.0,0.25470900535583496,0.0,0.0,55.33440017700195,0.0,0.0,
2017-07-05,2601.989990234375,268.77398681640625,0.9964600205421448,0.0,0.2565230131149292,0.0,0.0,53.19449996948242,0.0,0.0,
2017-07-06,2608.56005859375,270.54901123046875,1.003600001335144,0.0,0.25464099645614624,0.0,0.0,51.13029861450195,0.0,0.0,
2017-07-07,2518.659912109375,245.99099731445312,1.0079900026321411,0.0,0.23948000371456146,0.0,0.0,46.57550048828125,0.0,0.0,
2017-07-08,2571.340087890625,251.69700622558594,0.9997249841690063,0.0,0.23613399267196655,0.0,0.0,52.13850021362305,0.0,0.0,
2017-07-09,2518.43994140625,242.13699340820312,1.0099200010299683,0.0,0.23341600596904755,0.0,0.0,49.580501556396484,0.0,0.0,
2017-07-10,2372.56005859375,215.35699462890625,1.007949948310852,0.0,0.2031649947166443,0.0,0.0,46.57640075683594,0.0,0.0,
2017-07-11,2337.7900390625,197.4040069580078,1.0122900009155273,0.0,0.18501900136470795,0.0,0.0,45.3307991027832,0.0,0.0,
2017-07-12,2398.840087890625,230.7740020751953,0.9974560141563416,0.0,0.2053540050983429,0.0,0.0,48.75120162963867,0.0,0.0,
2017-07-13,2357.89990234375,209.73300170898438,1.0038299560546875,0.0,0.20080900192260742,0.0,0.0,46.32780075073242,0.0,0.0,
2017-07-14,2233.340087890625,199.66200256347656,1.003000020980835,0.0,0.1907690018415451,0.0,0.0,42.80270004272461,0.0,0.0,
2017-07-15,1998.8599853515625,170.65499877929688,1.0019700527191162,0.0,0.17058899998664856,0.0,0.0,38.92390060424805,0.0,0.0,
2017-07-16,1929.8199462890625,157.36300659179688,0.9991610050201416,0.0,0.1480560004711151,0.0,0.0,40.912899017333984,0.0,0.0,
2017-07-17,2228.409912109375,193.4239959716797,0.9968879818916321,0.0,0.17788900434970856,0.0,0.0,42.669700622558594,0.0,0.0,
2017-07-18,2318.8798828125,234.39100646972656,0.9982159733772278,0.0,0.1887180060148239,0.0,0.0,44.302398681640625,0.0,0.0,
2017-07-19,2273.429931640625,199.7030029296875,1.0030900239944458,0.0,0.1683879941701889,0.0,0.0,40.86439895629883,0.0,0.0,
2017-07-20,2817.60009765625,227.26499938964844,0.9868659973144531,0.0,0.18829500675201416,0.0,0.0,45.01570129394531,0.0,0.0,
2017-07-21,2667.760009765625,218.30499267578125,0.9972019791603088,0.0,0.1826079934835434,0.0,0.0,45.76300048828125,0.0,0.0,
2017-07-22,2810.1201171875,229.4759979248047,0.9932000041007996,0.0,0.19332000613212585,0.0,0.0,46.55830001831055,0.0,0.0,
2017-07-23,2730.39990234375,225.9510040283203,0.9977610111236572,0.0,0.19505800306797028,0.0,0.0,44.05590057373047,0.0,0.0,
2017-07-24,2754.860107421875,224.71099853515625,0.9939969778060913,0.0,0.19200199842453003,0.0,0.0,44.40549850463867,0.0,0.0,
2017-07-25,2576.47998046875,206.7100067138672,0.9998019933700562,0.0,0.1781039983034134,0.0,0.0,42.24129867553711,406.8970031738281,0.0,
2017-07-26,2529.449951171875,203.9530029296875,0.9969549775123596,0.0,0.17382200062274933,0.0,0.0,42.229698181152344,365.8160095214844,0.0,
2017-07-27,2671.780029296875,204.3179931640625,0.9972749948501587,0.0,0.17345699667930603,0.0,0.0,42.139801025390625,385.47900390625,0.1077369973063469,
2017-07-28,2809.010009765625,193.1230010986328,1.0019400119781494,0.0,0.16593700647354126,0.0,0.0,40.614601135253906,406.0459899902344,0.10406699776649475,
2017-07-29,2726.449951171875,205.78900146484375,0.9966189861297607,0.0,0.1698710024356842,0.0,0.0,41.115501403808594,384.77301025390625,0.10781099647283554,
2017-07-30,2757.179931640625,197.97799682617188,0.9988679885864258,0.0,0.16508199274539948,0.0,0.0,40.422000885009766,345.6610107421875,0.10641399770975113,
2017-07-31,2875.340087890625,203.87100219726562,1.000920057296753,0.0,0.167385995388031,0.0,0.0,43.022701263427734,294.46099853515625,0.1042499989271164,
2017-08-01,2718.260009765625,226.7689971923828,0.996819019317627,0.0,0.17705300450325012,0.0,0.0,43.03630065917969,380.010009765625,0.09986680001020432,
2017-08-02,2710.669921875,219.95199584960938,1.0014300346374512,0.0,0.17311300337314606,0.0,0.0,42.132198333740234,452.6570129394531,0.1004519984126091,
2017-08-03,2804.72998046875,225.3419952392578,0.9693040251731873,0.0,0.17461200058460236,0.0,0.0,42.86149978637695,364.0480041503906,0.10664200037717819,
2017-08-04,2895.889892578125,223.072998046875,1.004349946975708,0.0,0.17374299466609955,0.0,0.0,43.44969940185547,233.04600524902344,0.10749399662017822,
2017-08-05,3252.909912109375,256.5069885253906,0.9983140230178833,0.0,0.18473699688911438,0.0,0.0,46.85900115966797,213.14700317382812,0.12887099385261536,
2017-08-06,3213.93994140625,261.5669860839844,1.001039981842041,0.0,0.18044400215148926,0.0,0.0,45.10300064086914,220.656005859375,0.13099899888038635,
2017-08-07,3378.93994140625,269.17999267578125,0.996254026889801,0.0,0.17902100086212158,0.0,0.0,45.795501708984375,319.6889953613281,0.14884799718856812,
2017-08-08,3419.93994140625,296.7690124511719,1.0015100240707397,0.0,0.1925860047340393,0.0,0.0,48.631900787353516,345.4880065917969,0.22442099452018738,
2017-08-09,3342.469970703125,296.0270080566406,1.0028599500656128,0.0,0.18294699490070343,0.0,0.0,48.01190185546875,303.8909912109375,0.24291199445724487,
2017-08-10,3381.280029296875,295.8919982910156,0.9929909706115723,0.0,0.18039900064468384,0.0,0.0,46.49980163574219,275.9530029296875,0.3490790128707886,
2017-08-11,3650.6201171875,308.864013671875,1.0008900165557861,0.0,0.1793069988489151,0.0,0.0,47.09939956665039,328.24200439453125,0.39257198572158813,
2017-08-12,3884.7099609375,310.60101318359375,1.0011299848556519,0.0,0.17385299503803253,0.0,0.0,46.43389892578125,317.09100341796875,0.44636499881744385,
2017-08-13,4073.260009765625,298.0639953613281,0.9986159801483154,0.0,0.16809199750423431,0.0,0.0,45.812801361083984,298.0530090332031,0.8768280148506165,
2017-08-14,4325.1298828125,300.09698486328125,0.9981629848480225,0.0,0.16999100148677826,0.0,0.0,45.804500579833984,297.6780090332031,1.2955700159072876,
2017-08-15,4181.93017578125,289.8179931640625,1.0015300512313843,0.0,0.1612209975719452,0.0,0.0,43.30649948120117,297.864013671875,1.0565500259399414,
2017-08-16,4376.6298828125,302.2669982910156,1.0011999607086182,0.0,0.16043099761009216,0.0,0.0,44.15119934082031,300.2099914550781,1.4372400045394897,
2017-08-17,4331.68994140625,301.4570007324219,1.007949948310852,0.0,0.15749800205230713,0.0,0.0,43.91460037231445,460.5299987792969,1.9671499729156494,
2017-08-18,4160.6201171875,295.5899963378906,1.0133299827575684,0.0,0.1588830053806305,0.0,0.0,47.28139877319336,690.239990234375,2.384000062942505,
2017-08-19,4193.7001953125,297.4700012207031,1.0027400255203247,0.0,0.15505699813365936,0.0,0.0,45.47999954223633,754.5579833984375,2.093369960784912,
2017-08-20,4087.659912109375,301.4280090332031,0.996628999710083,0.0,0.1587350070476532,0.0,0.0,46.23099899291992,712.8729858398438,2.502579927444458,
2017-08-21,4001.739990234375,321.59100341796875,0.9992629885673523,0.0,0.1919180005788803,0.0,0.0,47.93600082397461,599.635009765625,2.7011098861694336,
2017-08-22,4100.52001953125,314.7850036621094,1.0065200328826904,0.0,0.23928600549697876,0.0,0.0,46.72710037231445,690.8829956054688,2.4852700233459473,
2017-08-23,4151.52001953125,317.5190124511719,1.0020099878311157,0.0,0.24682700634002686,0.0,0.0,53.24810028076172,669.4000244140625,2.580430030822754,
2017-08-24,4334.68017578125,325.6109924316406,1.0049200057983398,0.0,0.21895800530910492,0.0,0.0,50.18560028076172,628.1090087890625,2.379319906234741,
2017-08-25,4371.60009765625,331.9150085449219,1.0028599500656128,0.0,0.21782800555229187,0.0,0.0,51.17679977416992,641.0549926757812,2.4968700408935547,
2017-08-26,4352.39990234375,333.8819885253906,0.9989320039749146,0.0,0.2125770002603531,0.0,0.0,51.74959945678711,625.3209838867188,2.1693599224090576,
2017-08-27,4382.8798828125,347.89300537109375,1.002940058708191,0.0,0.20299500226974487,0.0,0.0,61.15879821777344,620.89599609375,2.005189895629883,
2017-08-28,4382.66015625,347.74700927734375,1.0010600090026855,0.0,0.22450800240039825,0.0,0.0,62.355499267578125,596.177001953125,2.0429000854492188,
2017-08-29,4579.02001953125,370.6669921875,1.001520037651062,0.0,0.2185640037059784,0.0,0.0,63.16699981689453,552.927001953125,2.327579975128174,
2017-08-30,4565.2998046875,378.4849853515625,1.0007400512695312,0.0,0.2280060052871704,0.0,0.0,64.16929626464844,575.2069702148438,2.3500499725341797,
2017-08-31,4703.39013671875,383.0419921875,1.003119945526123,0.0,0.2556299865245819,0.0,0.0,71.05509948730469,588.1729736328125,2.2037899494171143,
2017-09-01,4892.009765625,387.7409973144531,1.0043699741363525,0.0,0.2484789937734604,0.0,0.0,86.03970336914062,622.1680297851562,2.3841700553894043,
2017-09-02,4578.77001953125,348.9840087890625,1.0178799629211426,0.0,0.22666899859905243,0.0,0.0,79.02429962158203,575.9019775390625,1.9926799535751343,
2017-09-03,4582.9599609375,347.4840087890625,1.0022300481796265,0.0,0.22881099581718445,0.0,0.0,76.84300231933594,607.4329833984375,1.5757999420166016,
2017-09-04,4236.31005859375,295.1709899902344,1.0305500030517578,0.0,0.20496800541877747,0.0,0.0,65.20580291748047,517.2429809570312,1.0495699644088745,
2017-09-05,4376.52978515625,312.9880065917969,1.00423002243042,0.0,0.21518899500370026,0.0,0.0,71.2947998046875,541.7130126953125,0.9737160205841064,
2017-09-06,4597.1201171875,334.3380126953125,1.0050899982452393,0.0,0.22618600726127625,0.0,0.0,80.11430358886719,638.177978515625,1.0861400365829468,
2017-09-07,4599.8798828125,329.4280090332031,1.0013500452041626,0.0,0.22363999485969543,0.0,0.0,78.48429870605469,652.85498046875,1.3662199974060059,
2017-09-08,4228.75,296.49700927734375,1.006890058517456,0.0,0.21151800453662872,0.0,0.0,67.7947998046875,583.0980224609375,1.0068299770355225,
2017-09-09,4226.06005859375,294.4049987792969,1.0012500286102295,0.0,0.20999500155448914,0.0,0.0,66.00910186767578,547.4710083007812,0.9893010258674622,
2017-09-10,4122.93994140625,288.74700927734375,1.0054500102996826,0.0,0.21303099393844604,0.0,0.0,61.61349868774414,537.0670166015625,0.9421589970588684,
2017-09-11,4161.27001953125,294.5320129394531,1.0010700225830078,0.0,0.21444100141525269,0.0,0.0,66.03990173339844,537.8099975585938,1.0258100032806396,
2017-09-12,4130.81005859375,291.4639892578125,1.0052900314331055,0.0,0.20930300652980804,0.0,0.0,64.23370361328125,510.406005859375,1.0356800556182861,
2017-09-13,3882.590087890625,277.11199951171875,1.0025399923324585,0.0,0.20077799260616302,0.0,0.0,61.730098724365234,503.6050109863281,0.9372040033340454,
2017-09-14,3154.949951171875,213.9080047607422,1.0031299591064453,0.0,0.16416700184345245,0.0,0.0,41.58489990234375,367.0409851074219,0.6787840127944946,
2017-09-15,3637.52001953125,250.46400451660156,1.005370020866394,0.0,0.1813579946756363,0.0,0.0,48.21260070800781,424.02099609375,0.7997090220451355,
2017-09-16,3625.0400390625,246.52200317382812,1.0019899606704712,0.0,0.1790820062160492,0.0,0.0,48.25830078125,440.218994140625,0.8041980266571045,
2017-09-17,3582.8798828125,251.74899291992188,1.0065699815750122,0.0,0.17839300632476807,0.0,0.0,48.49020004272461,419.864013671875,0.789588987827301,
2017-09-18,4065.199951171875,293.49700927734375,1.0024100542068481,0.0,0.1897680014371872,0.0,0.0,55.52539825439453,479.3169860839844,0.909201979637146,
2017-09-19,3924.969970703125,282.8039855957031,1.0018500089645386,0.0,0.18404099345207214,0.0,0.0,52.83530044555664,527.875,0.8024250268936157,
2017-09-20,3905.949951171875,283.74200439453125,1.004539966583252,0.0,0.18207800388336182,0.0,0.0,51.73379898071289,476.0509948730469,0.7478899955749512,
2017-09-21,3631.0400390625,258.5799865722656,1.0047199726104736,0.0,0.17175400257110596,0.0,0.0,46.60580062866211,416.2640075683594,0.7021399736404419,
2017-09-22,3630.699951171875,264.30999755859375,1.0045900344848633,0.0,0.17351000010967255,0.0,0.1505029946565628,48.090301513671875,415.0929870605469,0.7158929705619812,
2017-09-23,3792.39990234375,286.1679992675781,1.0020899772644043,0.0,0.17788200080394745,0.0,0.13112899661064148,49.27159881591797,428.50299072265625,0.7709649801254272,
2017-09-24,3682.840087890625,282.4830017089844,1.0029300451278687,0.0,0.17578700184822083,0.0,0.17027799785137177,47.61830139160156,421.0299987792969,0.7832679748535156,
2017-09-25,3926.070068359375,292.3320007324219,1.0012999773025513,0.0,0.18148699402809143,0.0,0.18219800293445587,51.580101013183594,445.79901123046875,0.9170590043067932,
2017-09-26,3892.35009765625,287.43798828125,1.0025899410247803,0.0,0.18611900508403778,0.0,0.19495800137519836,51.54679870605469,441.8299865722656,0.8607469797134399,
2017-09-27,4200.669921875,306.4670104980469,1.0006400346755981,0.0,0.20329900085926056,0.0,0.19458599388599396,56.28310012817383,457.3110046386719,1.1436599493026733,
2017-09-28,4174.72998046875,299.1549987792969,1.0017900466918945,0.0,0.19613100588321686,0.0,0.2437949925661087,54.085201263427734,447.8059997558594,1.3778799772262573,
2017-09-29,4163.06982421875,291.4670104980469,0.9998630285263062,0.0,0.19360600411891937,0.0,0.3084399998188019,52.62300109863281,436.7749938964844,1.2662400007247925,
2017-09-30,4338.7099609375,301.4649963378906,0.9964879751205444,0.0,0.19752900302410126,0.0,0.45136401057243347,55.142398834228516,432.6260070800781,1.28357994556427,
2017-10-01,4403.740234375,302.3370056152344,0.9999240040779114,0.0,0.20653200149536133,0.0,0.4366469979286194,54.54330062866211,415.1520080566406,1.5265300273895264,
2017-10-02,4409.31982421875,297.4750061035156,1.0017000436782837,0.0,0.20267599821090698,0.0,0.3567669987678528,53.375999450683594,421.1860046386719,1.964669942855835,
2017-10-03,4317.47998046875,292.4630126953125,1.0001200437545776,0.0,0.20331799983978271,0.02081580087542534,0.345535010099411,52.34960174560547,404.177001953125,1.8207000494003296,
2017-10-04,4229.35986328125,292.6579895019531,1.0012500286102295,0.0,0.2147739976644516,0.021931499242782593,0.39736101031303406,51.39950180053711,358.4469909667969,1.6014800071716309,
2017-10-05,4328.41015625,295.8630065917969,1.0003000497817993,0.0,0.2370160073041916,0.021488700062036514,0.4065380096435547,51.669498443603516,355.75,1.6784900426864624,
2017-10-06,4370.81005859375,308.5880126953125,1.0010900497436523,0.0,0.23403899371623993,0.018539100885391235,0.4757649898529053,52.12009811401367,363.0140075683594,1.5799100399017334,
2017-10-07,4426.89013671875,311.1239929199219,0.9993199706077576,0.0,0.23860999941825867,0.02094089984893799,0.4636569917201996,52.58399963378906,360.7820129394531,1.5842499732971191,
2017-10-08,4610.47998046875,308.6080017089844,0.9984419941902161,0.0,0.2799440026283264,0.02047719992697239,0.39713698625564575,53.142601013183594,342.2120056152344,1.217229962348938,
2017-10-09,4772.02001953125,297.3919982910156,0.999779999256134,0.0,0.2518250048160553,0.022113699465990067,0.38058900833129883,50.16400146484375,314.1610107421875,1.4037799835205078,
2017-10-10,4781.990234375,299.8699951171875,0.9994410276412964,0.0,0.2607330083847046,0.021531300619244576,0.4074690043926239,50.717098236083984,321.5899963378906,1.3933600187301636,
2017-10-11,4826.47998046875,303.45599365234375,0.9986249804496765,0.0,0.2644389867782593,0.02251950092613697,0.4504629969596863,50.88750076293945,314.89599609375,1.4337300062179565,
2017-10-12,5446.91015625,304.135986328125,0.997422993183136,0.0,0.24841399490833282,0.026252100244164467,0.44401100277900696,60.107601165771484,313.2130126953125,1.3437600135803223,
2017-10-13,5647.2099609375,338.7569885253906,1.0000499486923218,0.0,0.26048898696899414,0.03364099934697151,0.4346030056476593,59.42890167236328,321.46099853515625,1.435479998588562,
2017-10-14,5831.7900390625,339.62799072265625,0.9997090101242065,0.0,0.25731998682022095,0.032464899122714996,0.3918600082397461,63.950199127197266,321.9580078125,1.5381900072097778,
2017-10-15,5678.18994140625,336.5950012207031,0.9992420077323914,0.0,0.26398301124572754,0.03004859946668148,0.41351601481437683,65.46739959716797,314.9469909667969,1.5584399700164795,
2017-10-16,5725.58984375,333.3840026855469,0.998009979724884,0.0,0.25623199343681335,0.02894820086658001,0.4238069951534271,64.62190246582031,313.64300537109375,1.4407000541687012,
2017-10-17,5605.509765625,317.0820007324219,0.999334990978241,0.0,0.23206399381160736,0.027217499911785126,0.40084800124168396,59.479000091552734,371.7309875488281,1.3899500370025635,
2017-10-18,5590.68994140625,314.3190002441406,1.0026799440383911,0.0,0.21852000057697296,0.02669069916009903,0.36622899770736694,60.73080062866211,339.1659851074219,1.3275599479675293,
2017-10-19,5708.52001953125,308.0880126953125,1.0006599426269531,0.0,0.21514999866485596,0.027031900361180305,0.30000001192092896,59.73970031738281,330.8059997558594,1.2846100330352783,
2017-10-20,6011.4501953125,304.0060119628906,1.0010199546813965,0.0,0.210548996925354,0.030629800632596016,0.22387400269508362,60.33060073852539,327.4440002441406,1.241919994354248,
2017-10-21,6031.60009765625,300.18701171875,1.0009299516677856,0.0,0.2110159993171692,0.028436200693249702,0.2526809871196747,58.20180130004883,323.3580017089844,1.2540500164031982,
2017-10-22,6008.419921875,295.4460144042969,1.0019299983978271,0.0,0.20417700707912445,0.027728799730539322,0.2646949887275696,56.807899475097656,331.6600036621094,1.2137700319290161,
2017-10-23,5930.31982421875,286.95001220703125,0.9965360164642334,0.0,0.1969279944896698,0.02545359916985035,0.24867500364780426,54.92020034790039,315.5950012207031,1.1837300062179565,
2017-10-24,5526.64013671875,298.3280029296875,1.002750039100647,0.0,0.2066439986228943,0.027192700654268265,0.25445300340652466,55.963199615478516,326.8900146484375,1.2484300136566162,
2017-10-25,5750.7998046875,297.92498779296875,1.0022599697113037,0.0,0.20460399985313416,0.027527499943971634,0.2544350028038025,56.494300842285156,332.1310119628906,1.2527799606323242,
2017-10-26,5904.830078125,296.5270080566406,0.9998679757118225,0.0,0.20362800359725952,0.02713179960846901,0.22704100608825684,55.737998962402344,338.2049865722656,1.2086000442504883,
2017-10-27,5780.89990234375,297.4230041503906,1.0000699758529663,0.0,0.20278500020503998,0.026381799951195717,0.2246440052986145,55.332401275634766,367.57000732421875,1.174180030822754,
2017-10-28,5753.08984375,296.2980041503906,1.0039600133895874,0.0,0.2018350064754486,0.025866100564599037,0.20653100311756134,54.69390106201172,423.3450012207031,1.1525700092315674,
2017-10-29,6153.85009765625,305.0880126953125,1.0011099576950073,0.0,0.20278500020503998,0.028606899082660675,0.19887599349021912,57.10639953613281,451.92401123046875,1.2412300109863281,
2017-10-30,6130.52978515625,307.7510070800781,1.0005799531936646,0.0,0.20271100103855133,0.028582900762557983,0.20984899997711182,56.390499114990234,448.22698974609375,1.3122700452804565,
2017-10-31,6468.39990234375,305.8789978027344,1.0007100105285645,0.0,0.20055800676345825,0.030437499284744263,0.19391199946403503,55.75410079956055,439.0530090332031,1.3128900527954102,
2017-11-01,6767.31005859375,291.6940002441406,1.0015499591827393,0.0,0.1941239982843399,0.02298619970679283,0.15761099755764008,53.18080139160156,531.8280029296875,1.2615400552749634,
2017-11-02,7078.5,287.4289855957031,1.0010000467300415,0.0,0.20586100220680237,0.021305900067090988,0.16742700338363647,54.737300872802734,587.2219848632812,1.299630045890808,
2017-11-03,7207.759765625,305.71099853515625,1.0063199996948242,0.0,0.20813299715518951,0.022628100588917732,0.1717980057001114,56.181400299072266,625.323974609375,1.459220051765442,
2017-11-04,7379.9501953125,300.468994140625,1.0020899772644043,0.0,0.20374999940395355,0.022022100165486336,0.17760300636291504,55.037200927734375,620.4450073242188,1.6371999979019165,
2017-11-05,7407.41015625,296.26300048828125,0.9987999796867371,0.0,0.20205500721931458,0.020634999498724937,0.17205899953842163,54.74639892578125,630.7020263671875,1.5216599702835083,
2017-11-06,7022.759765625,298.8919982910156,1.0033799409866333,0.0,0.2059900015592575,0.021880999207496643,0.1674560010433197,55.17369842529297,602.6480102539062,1.569790005683899,
2017-11-07,7144.3798828125,294.65899658203125,1.005660057067871,0.0,0.2103540003299713,0.022194700315594673,0.17753900587558746,61.29520034790039,616.2960205078125,1.806439995765686,
2017-11-08,7459.68994140625,309.07000732421875,1.0119600296020508,0.0,0.2174369990825653,0.025186000391840935,0.21390900015830994,62.57310104370117,622.4550170898438,2.031019926071167,
2017-11-09,7143.580078125,320.8840026855469,1.008180022239685,0.0,0.21748800575733185,0.0320529006421566,0.2239689975976944,64.26969909667969,654.302978515625,1.9907699823379517,
2017-11-10,6618.14013671875,299.25299072265625,1.0060100555419922,0.0,0.20648300647735596,0.02711920067667961,0.1876019984483719,59.260101318359375,1007.4199829101562,1.796839952468872,
2017-11-11,6357.60009765625,314.6809997558594,1.0089900493621826,0.0,0.21042999625205994,0.027437100186944008,0.17976999282836914,62.30329895019531,1340.449951171875,1.6704699993133545,
2017-11-12,5950.06982421875,307.9079895019531,1.012470006942749,0.0,0.1973389983177185,0.023977000266313553,0.17089800536632538,59.005401611328125,1388.8599853515625,1.5196900367736816,
2017-11-13,6559.490234375,316.71600341796875,1.0093499422073364,0.0,0.20344200730323792,0.02580760046839714,0.18307100236415863,61.39649963378906,1353.989990234375,1.6866199970245361,
2017-11-14,6635.75,337.6310119628906,1.0068299770355225,0.0,0.20982499420642853,0.0262301005423069,0.1881140023469925,62.67959976196289,1273.530029296875,1.592579960823059,
2017-11-15,7315.5400390625,333.35699462890625,1.0031800270080566,0.0,0.2129559963941574,0.026444600895047188,0.18613800406455994,63.82360076904297,1212.4000244140625,1.5304499864578247,
2017-11-16,7871.68994140625,330.92401123046875,1.002120018005371,0.0,0.2271070033311844,0.027580000460147858,0.16976100206375122,71.0602035522461,900.7760009765625,1.5779199600219727,
2017-11-17,7708.990234375,332.3940124511719,1.001389980316162,0.0,0.22658100724220276,0.025772500783205032,0.15964899957180023,67.56900024414062,1185.47998046875,1.5103600025177002,
2017-11-18,7790.14990234375,347.61199951171875,1.002310037612915,0.0,0.22862699627876282,0.02636910043656826,0.17087200284004211,69.6436996459961,1254.530029296875,1.6743299961090088,
2017-11-19,8036.490234375,354.385986328125,1.0024399757385254,0.0,0.23101599514484406,0.02808449976146221,0.1623540073633194,71.58930206298828,1172.050048828125,1.6137700080871582,
2017-11-20,8200.6396484375,366.7300109863281,1.0019199848175049,0.0,0.23875899612903595,0.029581300914287567,0.1621830016374588,72.25279998779297,1236.010009765625,1.6244499683380127,
2017-11-21,8071.259765625,360.4010009765625,0.9960470199584961,0.0,0.23327100276947021,0.028330499306321144,0.15497200191020966,70.0282974243164,1176.969970703125,1.5740599632263184,
2017-11-22,8253.5498046875,380.6520080566406,1.0001499652862549,0.0,0.23885899782180786,0.028549199923872948,0.16851499676704407,71.8927993774414,1303.31005859375,1.6117500066757202,
2017-11-23,8038.77001953125,410.1659851074219,0.9946309924125671,0.0,0.24240200221538544,0.02744390070438385,0.16438399255275726,73.22339630126953,1683.81005859375,1.548699975013733,
2017-11-24,8253.6904296875,474.9110107421875,1.00232994556427,0.0,0.2446420043706894,0.028381800279021263,0.1929209977388382,77.96829986572266,1648.510009765625,1.717710018157959,
2017-11-25,8790.919921875,466.2760009765625,1.0054099559783936,0.0,0.2523930072784424,0.030447300523519516,0.18095900118350983,88.81690216064453,1571.27001953125,1.8738700151443481,
2017-11-26,9330.5498046875,471.3299865722656,1.008679986000061,0.0,0.24881799519062042,0.03633200004696846,0.182888001203537,85.92680358886719,1735.6600341796875,1.8531299829483032,
2017-11-27,9818.349609375,480.3550109863281,1.001289963722229,0.0,0.25392699241638184,0.050592999905347824,0.1841679960489273,91.60269927978516,1622.5699462890625,1.9429800510406494,
2017-11-28,10058.7998046875,472.9020080566406,1.0001399517059326,0.0,0.2991519868373871,0.11974400281906128,0.17642399668693542,96.03379821777344,1546.1800537109375,1.9171099662780762,
2017-11-29,9888.6103515625,427.52301025390625,0.9906060099601746,0.0,0.2430640012025833,0.089717797935009,0.14525499939918518,85.57099914550781,1359.7099609375,1.7515300512313843,
2017-11-30,10233.599609375,447.114013671875,1.0081000328063965,0.0,0.2508780062198639,0.11988300085067749,0.1704609990119934,88.33070373535156,1389.780029296875,1.9969700574874878,
2017-12-01,10975.599609375,466.5400085449219,1.0097800493240356,0.0,0.2556990087032318,0.1313520073890686,0.177823007106781,99.00370025634766,1462.6800537109375,2.070230007171631,
2017-12-02,11074.599609375,463.4490051269531,0.9996539950370789,0.0,0.2554920017719269,0.13235099613666534,0.20789800584316254,100.28399658203125,1434.97998046875,2.084160089492798,
2017-12-03,11323.2001953125,465.8529968261719,1.0006599426269531,0.0,0.25255799293518066,0.13180699944496155,0.23062899708747864,101.26300048828125,1559.9300537109375,2.227250099182129,
2017-12-04,11657.2001953125,470.2040100097656,1.0036699771881104,0.0,0.2535710036754608,0.13586999475955963,0.22958099842071533,104.23600006103516,1576.9200439453125,2.4916799068450928,
2017-12-05,11916.7001953125,463.281005859375,1.0019700527191162,0.0,0.2461010068655014,0.12748800218105316,0.3138769865036011,102.39700317382812,1501.8499755859375,2.5952999591827393,
2017-12-06,14291.5,428.5880126953125,1.009909987449646,0.0,0.23254400491714478,0.11783900111913681,0.2915700078010559,100.35199737548828,1430.0999755859375,2.5876901149749756,
2017-12-07,17899.69921875,434.4079895019531,1.0316599607467651,0.0,0.22282299399375916,0.10550100356340408,0.2600640058517456,98.29239654541016,1330.9300537109375,2.779949903488159,
2017-12-08,16569.400390625,456.031005859375,1.0176000595092773,0.0,0.25212499499320984,0.11546500027179718,0.24522599577903748,124.84600067138672,1464.1300048828125,2.830670118331909,
2017-12-09,15178.2001953125,473.50201416015625,1.0171300172805786,0.0,0.24470800161361694,0.11960899829864502,0.23885899782180786,155.24200439453125,1410.06005859375,2.6104300022125244,
2017-12-10,15455.400390625,441.72100830078125,1.0177500247955322,0.0,0.2373329997062683,0.11028099805116653,0.2528980076313019,148.66000366210938,1323.0699462890625,2.483370065689087,
2017-12-11,16936.80078125,515.135986328125,1.0185600519180298,0.0,0.2516910135746002,0.12138299643993378,0.2605920135974884,214.2030029296875,1423.3800048828125,2.7066500186920166,
2017-12-12,17415.400390625,651.4310302734375,1.0778800249099731,0.0,0.373540997505188,0.1338910013437271,0.2314240038394928,316.15899658203125,1615.030029296875,2.6847500801086426,
2017-12-13,16408.19921875,702.7670288085938,1.0271600484848022,0.0,0.4710629880428314,0.1342809945344925,0.26187801361083984,302.60198974609375,1607.6500244140625,2.77810001373291,
2017-12-14,16564.0,695.8159790039062,1.0081900358200073,0.0,0.8642629981040955,0.24075299501419067,0.30850300192832947,279.3280029296875,1966.1400146484375,3.1587400436401367,
2017-12-15,17706.900390625,684.447998046875,1.0161000490188599,0.0,0.756181001663208,0.21346700191497803,0.3207930028438568,299.77899169921875,1815.4300537109375,3.996150016784668,
2017-12-16,19497.400390625,696.208984375,1.0074199438095093,0.0,0.7586420178413391,0.4046649932861328,0.34139299392700195,298.97198486328125,1801.8800048828125,4.664649963378906,
2017-12-17,19140.80078125,719.9749755859375,1.0092400312423706,0.0,0.7283660173416138,0.5130109786987305,0.4175960123538971,318.718994140625,1862.8800048828125,5.756720066070557,
2017-12-18,19114.19921875,794.64501953125,1.0130200386047363,0.0,0.7784069776535034,0.5181980133056641,0.4349069893360138,358.33599853515625,2196.639892578125,5.61584997177124,
2017-12-19,17776.69921875,826.822998046875,1.0106799602508545,0.0,0.7912570238113403,0.5312730073928833,0.4393559992313385,350.25299072265625,2805.889892578125,5.792329788208008,
