date, open, high, low, close, volume
2017-07-25,441.3450012207031,541.6580200195312,338.09100341796875,406.8970031738281,524908
2017-07-26,407.0820007324219,486.15899658203125,321.7919921875,365.8160095214844,1784640
2017-07-27,417.0979919433594,460.968994140625,367.7770080566406,385.47900390625,533207
2017-07-28,386.6470031738281,465.1809997558594,217.05999755859375,406.0459899902344,1230160
2017-07-29,410.56500244140625,423.7309875488281,323.7300109863281,384.77301025390625,737815
2017-07-30,385.1400146484375,385.1400146484375,316.25201416015625,345.6610107421875,606695
2017-07-31,346.364013671875,347.82501220703125,266.18798828125,294.46099853515625,1075960
2017-08-01,294.60198974609375,426.1099853515625,210.38499450683594,380.010009765625,65988800
2017-08-02,382.37701416015625,756.9320068359375,309.3340148925781,452.6570129394531,416207008
2017-08-03,448.4859924316406,519.2769775390625,364.0480041503906,364.0480041503906,161518000
2017-08-04,362.1830139160156,386.9320068359375,233.04600524902344,233.04600524902344,185038000
2017-08-05,231.10899353027344,273.0360107421875,200.97799682617188,213.14700317382812,144043008
2017-08-06,212.17599487304688,223.70399475097656,203.44500732421875,220.656005859375,107606000
2017-08-07,223.75599670410156,373.87200927734375,223.75599670410156,319.6889953613281,346545984
2017-08-08,321.3500061035156,386.29400634765625,309.6109924316406,345.4880065917969,274880000
2017-08-09,345.2799987792969,349.3169860839844,298.6080017089844,303.8909912109375,165032000
2017-08-10,305.21099853515625,311.6830139160156,274.6789855957031,275.9530029296875,136636992
2017-08-11,275.8810119628906,351.1570129394531,275.02398681640625,328.24200439453125,233971008
2017-08-12,327.8190002441406,341.8479919433594,313.7040100097656,317.09100341796875,126007000
2017-08-13,316.2860107421875,317.4729919433594,298.0530090332031,298.0530090332031,120722000
2017-08-14,296.0979919433594,327.3900146484375,293.49700927734375,297.6780090332031,174968000
2017-08-15,298.18499755859375,306.52099609375,292.87701416015625,297.864013671875,133924000
2017-08-16,297.9700012207031,307.6159973144531,290.2070007324219,300.2099914550781,106436000
2017-08-17,301.02099609375,460.5299987792969,293.09600830078125,460.5299987792969,744604992
2017-08-18,458.6700134277344,764.073974609375,458.6700134277344,690.239990234375,3087490048
2017-08-19,697.0440063476562,1091.969970703125,625.1610107421875,754.5579833984375,3196229888
2017-08-20,772.4180297851562,858.9609985351562,683.9409790039062,712.8729858398438,1494019968
2017-08-21,723.7009887695312,756.5900268554688,573.4730224609375,599.635009765625,1123399936
2017-08-22,596.1939697265625,734.8800048828125,570.27001953125,690.8829956054688,1393260032
2017-08-23,690.9600219726562,715.6719970703125,651.3170166015625,669.4000244140625,501983008
2017-08-24,670.0280151367188,697.322021484375,617.3109741210938,628.1090087890625,407176992
2017-08-25,627.06298828125,665.4149780273438,624.2990112304688,641.0549926757812,348632000
2017-08-26,641.8820190429688,646.9320068359375,622.3610229492188,625.3209838867188,193414000
2017-08-27,625.8920288085938,654.8720092773438,589.635009765625,620.89599609375,402718016
2017-08-28,619.697998046875,626.8779907226562,595.52197265625,596.177001953125,216272992
2017-08-29,596.1300048828125,599.302978515625,528.3150024414062,552.927001953125,370016992
2017-08-30,549.3159790039062,604.68701171875,535.916015625,575.2069702148438,443856000
2017-08-31,576.2509765625,603.6909790039062,572.1389770507812,588.1729736328125,298144000
2017-09-01,588.3980102539062,645.5239868164062,586.7310180664062,622.1680297851562,393839008
2017-09-02,621.9630126953125,642.0490112304688,560.583984375,575.9019775390625,350478016
2017-09-03,578.2659912109375,617.4080200195312,563.5919799804688,607.4329833984375,344862016
2017-09-04,608.260986328125,608.260986328125,500.7550048828125,517.2429809570312,328956992
2017-09-05,514.9039916992188,550.9459838867188,458.77899169921875,541.7130126953125,338977984
2017-09-06,541.281982421875,642.6900024414062,539.9639892578125,638.177978515625,693240000
2017-09-07,636.8460083007812,707.9810180664062,603.5009765625,652.85498046875,1082380032
2017-09-08,654.3729858398438,687.3040161132812,557.5050048828125,583.0980224609375,809763008
2017-09-09,584.72802734375,586.1849975585938,539.1500244140625,547.4710083007812,234578000
2017-09-10,546.4749755859375,546.7520141601562,484.09100341796875,537.0670166015625,289508000
2017-09-11,537.18701171875,556.2509765625,515.6690063476562,537.8099975585938,274712000
2017-09-12,539.0260009765625,559.2169799804688,505.01300048828125,510.406005859375,273824992
2017-09-13,509.4679870605469,519.2009887695312,471.21600341796875,503.6050109863281,340344000
2017-09-14,504.22198486328125,510.47100830078125,367.0409851074219,367.0409851074219,257431008
2017-09-15,369.4930114746094,448.385986328125,301.6889953613281,424.02099609375,707230976
2017-09-16,424.48699951171875,450.97601318359375,388.2019958496094,440.218994140625,313583008
2017-09-17,438.89801025390625,438.89801025390625,384.06201171875,419.864013671875,221828000
2017-09-18,422.0880126953125,479.6910095214844,422.0880126953125,479.3169860839844,458550016
2017-09-19,480.63800048828125,550.4099731445312,450.04901123046875,527.875,802321024
2017-09-20,526.7369995117188,527.718017578125,471.0870056152344,476.0509948730469,669264000
2017-09-21,475.8299865722656,480.0050048828125,413.7460021972656,416.2640075683594,316731008
2017-09-22,417.9169921875,435.44500732421875,402.7659912109375,415.0929870605469,241904992
2017-09-23,415.3059997558594,432.9590148925781,407.45098876953125,428.50299072265625,189127008
2017-09-24,428.802001953125,433.0429992675781,419.2510070800781,421.0299987792969,114527000
2017-09-25,419.6470031738281,450.12799072265625,419.6470031738281,445.79901123046875,302272000
2017-09-26,445.3609924316406,458.25,441.8299865722656,441.8299865722656,165303008
2017-09-27,441.8550109863281,459.99700927734375,439.40899658203125,457.3110046386719,197884992
2017-09-28,456.7130126953125,465.2030029296875,433.5039978027344,447.8059997558594,300420992
2017-09-29,447.6619873046875,447.9230041503906,426.99200439453125,436.7749938964844,148724992
2017-09-30,436.6449890136719,445.62298583984375,432.53399658203125,432.6260070800781,150564992
2017-10-01,433.3800048828125,436.93701171875,415.1520080566406,415.1520080566406,164290000
2017-10-02,415.8689880371094,430.8630065917969,411.8429870605469,421.1860046386719,219590000
2017-10-03,421.7860107421875,421.7860107421875,395.7439880371094,404.177001953125,130247000
2017-10-04,404.1990051269531,404.447998046875,354.552001953125,358.4469909667969,251584000
2017-10-05,358.4219970703125,371.19000244140625,348.4469909667969,355.75,268340992
2017-10-06,355.43499755859375,371.2829895019531,354.96099853515625,363.0140075683594,182031008
2017-10-07,363.60198974609375,364.87701416015625,356.06500244140625,360.7820129394531,91004000
2017-10-08,360.0899963378906,362.4639892578125,337.0010070800781,342.2120056152344,203754000
2017-10-09,342.7560119628906,342.7560119628906,289.0369873046875,314.1610107421875,288075008
2017-10-10,313.2239990234375,352.0190124511719,311.7030029296875,321.5899963378906,367808992
2017-10-11,320.2019958496094,321.2650146484375,312.1300048828125,314.89599609375,131577000
2017-10-12,315.46600341796875,330.1260070800781,310.7130126953125,313.2130126953125,262066000
