Date,BTC,ETH,USDT,,BTC/ETH,BTC/USDT,ETH/USDT,
2018-01-07,16477.599609375,1153.1700439453125,1.0015699863433838,,14.288959113957375,16451.770554280298,1151.3624206685774,
2018-01-08,15170.099609375,1148.530029296875,1.0093200206756592,,13.208274248312051,15030.019516723576,1137.9245489731054,
2018-01-09,14595.400390625,1299.739990234375,1.0059900283813477,,11.229477049477481,14508.494099200176,1292.000868364148,
2018-01-10,14973.2998046875,1255.8199462890625,1.0012799501419067,,11.923126280111633,14954.159226463493,1254.2146141157436,
2018-01-11,13405.7998046875,1154.9300537109375,1.001710057258606,,11.607456020053299,13382.914255024394,1152.9584287809298,
2018-01-12,13980.599609375,1273.199951171875,1.0060800313949585,,10.980678719400686,13896.110819325677,1265.5056371674002,
2018-01-13,14360.2001953125,1396.4200439453125,1.002020001411438,,10.283582119560927,14331.251047967933,1393.604959959208,
2018-01-14,13772.0,1366.77001953125,1.0161199569702148,,10.07631115930043,13553.517875059011,1345.0872706078674,
2018-01-15,13819.7998046875,1291.9200439453125,1.0066200494766235,,10.697101472691832,13728.91371662316,1283.4237154495643,
2018-01-16,11490.5,1053.68994140625,1.0341500043869019,,10.905010618839949,11111.057342993648,1018.8946834951013,
2018-01-17,11188.599609375,1014.25,1.0145299434661865,,11.031402129036234,11028.358188373084,999.7240658415363,
2018-01-18,11474.900390625,1036.280029296875,1.023110032081604,,11.073165617608996,11215.705086263639,1012.8725130262632,
2018-01-19,11607.400390625,1039.0999755859375,1.004539966583252,,11.170629066832294,11554.941343056089,1034.4038168239683,
2018-01-20,12899.2001953125,1155.1500244140625,1.0011099576950073,,11.16668824194977,12884.89850306963,1153.869278329548,
2018-01-21,11600.099609375,1049.5799560546875,0.9998610019683838,,11.052135230344078,11601.712224537589,1049.725865883782,
2018-01-22,10931.400390625,1003.260009765625,1.0050400495529175,,10.895879716344641,10876.581878988534,998.2288867114456,
2018-01-23,10868.400390625,986.22900390625,1.0050499439239502,,11.020158956568407,10813.791350698673,981.2736271152667,
2018-01-24,11359.400390625,1058.780029296875,0.997484028339386,,10.728763365671584,11388.052407752493,1061.45060894813,
2018-01-25,11259.400390625,1056.030029296875,0.9995949864387512,,10.662007782223508,11263.962448169907,1056.4579090769396,
2018-01-26,11171.400390625,1055.1700439453125,1.004140019416809,,10.587298658380027,11125.341261782592,1050.8196302724205,
2018-01-27,11440.7001953125,1107.0699462890625,0.9933249950408936,,10.334216219726793,11517.580099594197,1114.509301402897,
2018-01-28,11786.2998046875,1246.010009765625,0.988789975643158,,9.459233643640237,11919.92242540799,1260.1361668893926,
2018-01-29,11296.400390625,1182.3599853515625,0.9953190088272095,,9.554112563498276,11349.527428332367,1187.9206313408447,
2018-01-30,10106.2998046875,1071.1300048828125,0.98648601770401,,9.435175710340767,10244.74713611181,1085.8035346266809,
2018-01-31,10221.099609375,1118.31005859375,0.9902740120887756,,9.139772579912055,10321.486259965292,1129.2935540486508,
2018-02-01,9170.5400390625,1036.7900390625,0.986939013004303,,8.845127454498702,9291.901442974488,1050.5107462582187,
2018-02-02,8830.75,915.7849731445312,0.9907469749450684,,9.642820377012574,8913.224287653886,924.3378948447526,
2018-02-03,9174.91015625,964.0189819335938,1.0013099908828735,,9.517354251518267,9162.906831839671,962.7577780219694,
2018-02-04,8277.009765625,834.6820068359375,1.0101300477981567,,9.916362995532864,8194.004112309016,826.3114325282628,
2018-02-05,6955.27001953125,697.9509887695312,0.9963080286979675,,9.965269956552685,6981.0438330209945,700.537352571226,
2018-02-06,7754.0,793.1220092773438,1.0100899934768677,,9.77655380798862,7676.54372390095,785.1993529282569,
2018-02-07,7621.2998046875,757.0679931640625,1.0013999938964844,,10.066863047314042,7610.644948211694,756.0095843602744,
2018-02-08,8265.58984375,817.8070068359375,1.0189100503921509,,10.107017639441896,8112.187960624001,802.6292473228483,
2018-02-09,8736.98046875,883.864990234375,1.0021100044250488,,9.884971760713375,8718.584217470976,882.0039579801263,
2018-02-10,8621.900390625,860.4149780273438,1.0037000179290771,,10.020630289807668,8590.11680443572,857.2431629548321,
2018-02-11,8129.97021484375,814.6599731445312,0.9992510080337524,,9.979587168696439,8136.064061462661,815.2706042774529,
2018-02-12,8926.5703125,868.7069702148438,1.0000900030136108,,10.275697811302619,8925.76696657422,868.6287910059441,
2018-02-13,8598.3095703125,845.2579956054688,1.001099944114685,,10.17240844217442,8588.862301771826,844.3292805824358,
2018-02-14,9494.6298828125,923.5609741210938,1.0007699728012085,,10.280458084370725,9487.324900682746,922.8504044101137,
2018-02-15,10166.400390625,936.9760131835938,1.0054099559783936,,10.850224816409431,10111.696557382686,931.9342897015529,
2018-02-16,10233.900390625,944.2100219726562,1.0020999908447266,,10.838584798373775,10212.45433002975,942.2313447750143,
2018-02-17,11112.7001953125,974.114990234375,1.0037000179290771,,11.407996290703576,11071.734578864716,970.524033908314,
2018-02-18,10551.7998046875,923.9210205078125,1.0051900148391724,,11.420672947659465,10497.31856556072,919.1506151756166,
2018-02-19,11225.2998046875,943.864990234375,1.0006099939346313,,11.892908329929792,11218.456614196915,943.2895893062972,
2018-02-20,11403.7001953125,895.3709716796875,1.0006099939346313,,12.736285356581888,11396.748248006696,894.8251337755288,
2018-02-21,10690.400390625,849.9710083007812,1.0009700059890747,,12.577370623495387,10680.04068719486,849.1473303047788,
2018-02-22,10005.0,812.844970703125,1.0040899515151978,,12.308620168179797,9964.24671405405,809.5340158284831,
2018-02-23,10301.099609375,864.1890258789062,1.0015699863433838,,11.919961143800075,10284.952374604518,862.8343876736567,
2018-02-24,9813.0703125,840.5150146484375,1.0028400421142578,,11.675068430044067,9785.279706035068,838.1346768687105,
2018-02-25,9664.73046875,844.8099975585938,1.0003399848937988,,11.440123219043322,9661.445723151872,844.5228725394627,
2018-02-26,10366.7001953125,869.3150024414062,0.9995610117912292,,11.925136649198963,10371.253053112994,869.6967890770169,
2018-02-27,10725.599609375,878.2650146484375,1.0005199909210205,,12.212258749334758,10720.025293549244,877.8085621657173,
2018-02-28,10397.900390625,855.198974609375,0.9989029765129089,,12.158457504435617,10409.319658775315,856.1381782991646,
2018-03-01,10951.0,872.2000122070312,1.0004199743270874,,12.555606336543592,10946.402791853463,871.8338643665119,
2018-03-02,11086.400390625,856.85302734375,0.9997299909591675,,12.938508748685773,11089.394627431766,857.0844478934382,
2018-03-03,11489.7001953125,857.2249755859375,1.0008699893951416,,13.403366120380435,11479.712966772138,856.4798472017195,
2018-03-04,11512.599609375,866.677978515625,0.9976119995117188,,13.283595400788695,11540.15751114646,868.7525600532277,
2018-03-05,11573.2998046875,853.6840209960938,0.9988639950752258,,13.556889340840147,11586.462082674127,854.654913186456,
2018-03-06,10779.900390625,816.9509887695312,1.000499963760376,,13.195284097594868,10774.513524327156,816.5427469872398,
2018-03-07,9965.5703125,752.8309936523438,1.0024800300598145,,13.237460195617405,9940.916540657065,750.9685690271805,
2018-03-08,9395.009765625,704.5960083007812,1.005910038948059,,13.3338958139746,9339.811118149222,700.4562843786905,
2018-03-09,9337.5498046875,728.916015625,1.0016599893569946,,12.810186090754412,9322.075258972503,727.7080280434483,
2018-03-10,8866.0,686.8900146484375,1.0051900148391724,,12.907452155259202,8820.22291220087,683.343451992346,
2018-03-11,9578.6298828125,723.3389892578125,1.0038399696350098,,13.242241915703627,9541.98893504433,720.5720146019033,
2018-03-12,9205.1201171875,699.8309936523438,1.0023499727249146,,13.153347309108096,9183.539050899699,698.19026557145,
2018-03-13,9194.849609375,690.8270263671875,0.9998430013656616,,13.309915881153968,9196.293414882111,690.9355022974642,
2018-03-14,8269.8095703125,614.291015625,1.002750039100647,,13.462364514477756,8247.129641330735,612.6063242799266,
2018-03-15,8300.8603515625,611.3040161132812,1.0012799501419067,,13.578939664653308,8290.249245863813,610.5225776533765,
2018-03-16,8338.349609375,601.666015625,0.9985510110855103,,13.85876780943539,8350.449317867598,602.5390880841808,
2018-03-17,7916.8798828125,552.7789916992188,1.0016200542449951,,14.321962306267018,7904.074852794472,551.884908210923,
2018-03-18,8223.6796875,538.6439819335938,1.0030800104141235,,15.267375044234411,8198.4284425176,536.9900469965636,
2018-03-19,8630.650390625,556.7260131835938,0.9898669719696045,,15.502509647916948,8719.000264704275,562.4250823076143,
2018-03-20,8913.4697265625,557.1749877929688,0.996832013130188,,15.9976128179582,8941.797222756715,558.9457204964391,
2018-03-21,8929.2802734375,561.7319946289062,0.999243974685669,,15.895979504134171,8936.036142971363,562.1569995511953,
2018-03-22,8728.4697265625,539.7020263671875,0.9989820122718811,,16.17275700318395,8737.364256151366,540.2519962694815,
2018-03-23,8879.6201171875,539.6190185546875,0.9902349710464478,,16.455350556343667,8967.184937736352,544.9403771151768,
2018-03-24,8668.1201171875,526.4390258789062,1.0090999603271484,,16.465572822447587,8589.951895724296,521.6916525378077,
2018-03-25,8495.7802734375,524.2869873046875,0.9996860027313232,,16.204446189125438,8498.448763137114,524.4516636946406,
2018-03-26,8209.400390625,489.95098876953125,1.0034099817276,,16.755554287669028,8181.5016195978405,488.2859426273281,
2018-03-27,7833.0400390625,450.1159973144531,1.0016100406646729,,17.40226982777131,7820.448798480954,449.3924571839896,
2018-03-28,7954.47998046875,446.27899169921875,0.9992039799690247,,17.824007243051845,7960.816950224056,446.63452172503696,
2018-03-29,7165.7001953125,385.9679870605469,0.9986230134963989,,18.56552987693359,7175.580873330574,386.5001926094092,
2018-03-30,6890.52001953125,394.6449890136719,0.9989429712295532,,17.46004690634128,6897.81120442744,395.0625815284744,
2018-03-31,6973.52978515625,396.4570007324219,1.0007699728012085,,17.589624529957156,6968.164488026123,396.1519744869219,
2018-04-01,6844.22998046875,379.60699462890625,0.999809980392456,,18.0297783689668,6845.530765538248,379.6791411102927,
2018-04-02,7083.7998046875,386.42498779296875,1.0001300573349,,18.33162975599994,7082.878624370195,386.3747369244117,
2018-04-03,7456.10986328125,416.89300537109375,1.0003700256347656,,17.884948337389968,7453.351932001479,416.7388013315996,
2018-04-04,6853.83984375,380.5429992675781,1.000830054283142,,18.01068435614745,6848.155502943159,380.22738989402865,
2018-04-05,6811.47021484375,383.23199462890625,1.0025299787521362,,17.773751435966297,6794.280828711065,382.26487262348076,
2018-04-06,6636.31982421875,370.2850036621094,1.0010900497436523,,17.922194413993854,6629.093782240771,369.8818140854838,
2018-04-07,6911.08984375,385.3139953613281,0.9996439814567566,,17.936254397583266,6913.551196175501,385.45122314428335,
2018-04-08,7023.52001953125,400.50799560546875,0.9968090057373047,,17.536528849850875,7046.003777159094,401.79010552701317,
2018-04-09,6770.72998046875,398.5260009765625,0.9975550174713135,,16.98943096279166,6787.324871195342,399.5027782896424,
2018-04-10,6834.759765625,414.2430114746094,0.9973559975624084,,16.499396673693624,6852.878793860486,415.34117455255847,
2018-04-11,6968.31982421875,430.5400085449219,1.000249981880188,,16.18506918269754,6966.5783058753705,430.4324082422156,
2018-04-12,7889.25,492.9410095214844,0.9968309998512268,,16.004450527778932,7914.330514578139,494.50810578227794,
2018-04-13,7895.9599609375,492.7349853515625,0.998894989490509,,16.024760156423223,7904.694731690336,493.2800650075182,
2018-04-14,7986.240234375,501.4779968261719,0.9997659921646118,,15.92540507244485,7988.109514591353,501.5953740738996,
2018-04-15,8329.1103515625,531.7020263671875,0.9986019730567932,,15.664996442594916,8340.770974111425,532.4464007812933,
2018-04-16,8058.669921875,511.1470031738281,0.9975919723510742,,15.765855755461509,8078.122263637241,512.3808303801632,
2018-04-17,7902.08984375,502.8940124511719,0.9985560178756714,,15.713231114512917,7913.516820579491,503.6212325083463,
2018-04-18,8163.419921875,524.7890014648438,0.99760901927948,,15.5556231153634,8182.985281920371,526.0467691479683,
2018-04-19,8294.3095703125,567.8889770507812,0.9971849918365479,,14.605512530613556,8317.724031362126,569.4921019668394,
2018-04-20,8845.830078125,615.718017578125,0.998337984085083,,14.366690312099893,8860.556463983161,616.743054349869,
2018-04-21,8895.580078125,605.39501953125,0.9990140199661255,,14.693844169733572,8904.359598903959,605.9925160527554,
2018-04-22,8802.4599609375,621.8599853515625,0.9961959719657898,,14.155051246722548,8836.072628930267,624.23459123655,
2018-04-23,8930.8798828125,642.5479736328125,0.9978470206260681,,13.899164341487907,8950.149369799286,643.9343510087004,
2018-04-24,9697.5,708.1580200195312,1.0047600269317627,,13.693977510460927,9651.558322451652,704.8031381005816,
2018-04-25,8845.740234375,615.416015625,0.9918090105056763,,14.373594462587237,8918.793982185116,620.4985124214879,
2018-04-26,9281.509765625,662.8090209960938,0.9996140003204346,,14.003294269707443,9285.093808859954,663.0649638596747,
2018-04-27,8987.0498046875,647.031982421875,1.0041500329971313,,13.889653137467016,8949.907393682448,644.3578759746189,
2018-04-28,9348.48046875,683.677978515625,0.999334990978241,,13.673806620255718,9354.701429596544,684.1329330882111,
2018-04-29,9419.080078125,688.8809814453125,0.9980159997940063,,13.67301512427186,9437.804684563302,690.2504384573992,
2018-04-30,9240.5498046875,669.9240112304688,0.9989190101623535,,13.79342977678187,9250.549554748828,670.6489759581075,
2018-05-01,9119.009765625,673.6129760742188,1.0034899711608887,,13.53746155362106,9087.295366864168,671.2702622179161,
2018-05-02,9235.919921875,687.1489868164062,0.9974640011787415,,13.440927803248977,9259.401753808217,688.8960263271416,
2018-05-03,9743.8603515625,779.5430297851562,0.9979730248451233,,12.499451575172097,9763.651029620427,781.1263534965132,
2018-05-04,9700.759765625,785.6240234375,0.9985610246658325,,12.347840030628518,9714.739035474922,786.7561461257797,
2018-05-05,9858.150390625,816.1199951171875,0.996284008026123,,12.079290361228631,9894.919833307727,819.1640019738111,
2018-05-06,9654.7998046875,792.3109741210938,0.9972019791603088,,12.185619182414477,9681.889934491805,794.534097082576,
2018-05-07,9373.009765625,753.7249755859375,0.9972370266914368,,12.435583361608158,9398.978893435311,755.8132674702157,
2018-05-08,9234.8203125,752.8569946289062,1.002120018005371,,12.2663671565567,9215.28374503592,751.2643007844507,
2018-05-09,9325.1796875,752.2750244140625,1.0005099773406982,,12.395971399905592,9320.42648118895,751.8915767472595,
2018-05-10,9043.9404296875,727.2769775390625,1.0013400316238403,,12.43534541721657,9031.837481840448,726.3037076023628,
2018-05-11,8441.490234375,679.5859985351562,1.0022499561309814,,12.421518766676453,8422.539889113054,678.0603923981045,
2018-05-12,8504.8896484375,686.0479736328125,1.001099944114685,,12.396931374057958,8495.545023687653,685.2941883235382,
2018-05-13,8723.9404296875,733.4959716796875,1.003250002861023,,11.893644636806789,8695.679446607488,731.1198301399819,
2018-05-14,8716.7900390625,730.5490112304688,1.001270055770874,,11.9318346956363,8705.733272280351,729.6223501540969,
2018-05-15,8510.3798828125,708.8709716796875,1.0011399984359741,,12.00554151998486,8500.689110521804,708.0637800778288,
