buyDate,sellDate,coinSymbol,pieces,days,buyRate,sellRate,ProfitPerc,ProfitAmount,TotalValue
2020-08-17,2020-08-18,XRP,4.563490596E7,1,0.31,0.3,-3.64,-522949.86,1.38413938E7
2020-08-18,2020-08-19,ETH,32344.39,1,423.67,406.46,-4.06,-556502.35,1.314682355E7
2020-08-19,2020-08-20,USDT,1.298441938E7,1,1.0,1.0,-0.2,-25956.14,1.298972785E7
2020-08-20,2020-08-28,BTC,1082.65,8,11878.37,11542.5,-2.83,-363632.73,1.249652258E7
2020-08-28,2020-09-01,DOT,2008435.17,4,6.16,6.29,2.09,258710.18,1.263057995E7
2020-09-01,2020-09-03,ETH,26212.22,2,477.05,385.67,-19.16,-2395272.54,1.010931738E7
2020-09-03,2020-09-11,USDT,9953780.22,8,1.01,1.0,-0.4,-39592.66,9968884.28
2020-09-11,2020-09-12,ETH,26339.9,1,374.7,387.18,3.33,328920.06,1.019836472E7
2020-09-12,2020-09-16,DOT,1965459.11,4,5.14,5.08,-1.1,-111470.68,9985165.35
2020-09-16,2020-09-17,BTC,900.74,1,10974.9,10948.99,-0.24,-23342.72,9862220.61
2020-09-17,2020-09-19,DOT,1829702.78,2,5.34,4.93,-7.7,-751807.41,9012037.55
2020-09-19,2020-09-21,BTC,804.21,2,11094.35,10462.26,-5.7,-508328.03,8413814.44
2020-09-21,2020-09-25,USDT,8302795.42,4,1.0,1.0,-0.18,-14905.71,8314980.94
2020-09-25,2020-09-29,XRP,3.402770832E7,4,0.24,0.24,0.52,42728.59,8274767.6
2020-09-29,2020-09-30,DOT,1820311.95,1,4.5,4.35,-3.35,-274269.24,7917957.55
2020-09-30,2020-10-02,ETH,21778.69,2,359.94,346.24,-3.81,-298345.42,7540630.5
2020-10-02,2020-10-04,USDT,7457591.34,2,1.0,1.0,0.03,2315.66,7467728.37
2020-10-04,2020-10-09,XRP,2.984933083E7,5,0.25,0.25,2.34,173284.92,7566522.69
2020-10-09,2020-10-16,ETH,20490.27,7,365.59,366.23,0.17,13083.86,7504130.48
2020-10-16,2020-10-26,BTC,656.17,10,11322.12,13075.25,15.48,1150354.16,8579630.94
2020-10-26,2020-10-28,DOT,1796915.58,2,4.73,4.37,-7.66,-650338.88,7843710.25
2020-10-28,2020-11-06,BTC,585.13,9,13271.29,15565.88,17.29,1342643.76,9108113.0
2020-11-06,2020-11-12,ETH,19830.39,6,454.72,461.01,1.38,124653.43,9141913.01
2020-11-12,2020-11-13,BTC,556.07,1,16276.34,16317.81,0.25,23056.86,9073779.28
2020-11-13,2020-11-14,ETH,18927.03,1,474.63,460.15,-3.05,-273998.74,8709269.6
2020-11-14,2020-11-18,XRP,3.21320572E7,4,0.27,0.29,9.64,831552.9,9453947.53
2020-11-18,2020-11-19,BTC,525.7,1,17804.01,17817.09,0.07,6878.64,9366523.04
2020-11-19,2020-12-02,XRP,3.052712503E7,13,0.3,0.63,107.36,9955731.61,1.922882359E7
2020-12-02,2020-12-04,ETH,31815.73,2,598.35,569.35,-4.85,-922597.12,1.811441895E7
2020-12-04,2020-12-05,BTC,959.03,1,18699.77,19154.23,2.43,435848.29,1.836957591E7
2020-12-05,2020-12-07,ETH,30483.54,2,596.6,591.84,-0.8,-144860.67,1.804147872E7
2020-12-07,2020-12-08,BTC,930.69,1,19191.63,18321.14,-4.54,-810155.48,1.705135949E7
2020-12-08,2020-12-12,USDT,1.688624146E7,4,1.0,1.0,0.08,12797.07,1.689406924E7
2020-12-12,2020-12-13,BTC,889.48,1,18803.66,19142.38,1.8,301291.04,1.702684194E7
2020-12-13,2020-12-14,ETH,28587.5,1,589.66,586.01,-0.62,-104403.58,1.675259562E7
2020-12-14,2020-12-15,BTC,861.73,1,19246.64,19417.08,0.89,146866.79,1.673235526E7
2020-12-15,2020-12-16,DOT,3155560.04,1,5.25,5.36,2.09,346185.98,1.6911636E7
2020-12-16,2020-12-28,BTC,785.66,12,21310.6,27084.81,27.1,4536581.33,2.127952376E7
2020-12-28,2021-01-04,DOT,3197424.54,7,6.59,9.47,43.72,9211106.66,3.027836717E7
2021-01-04,2021-01-07,ETH,28816.95,3,1040.23,1225.68,17.83,5343961.2,3.532030166E7
2021-01-07,2021-01-13,XRP,1.0726309592E8,6,0.33,0.31,-6.26,-2190547.32,3.277743433E7
2021-01-13,2021-01-24,DOT,2961428.92,11,10.96,18.0,64.26,2.085420366E7,5.330468308E7
2021-01-24,2021-01-27,ETH,37922.26,3,1391.61,1253.19,-9.95,-5249284.99,4.752368387E7
2021-01-27,2021-01-28,USDT,4.696676696E7,1,1.0,1.0,-0.07,-32189.14,4.701744598E7
2021-01-28,2021-01-30,ETH,35858.86,2,1298.1,1376.12,6.01,2797484.5,4.934593146E7
2021-01-30,2021-02-06,XRP,1.1096950092E8,7,0.44,0.44,-0.26,-127477.32,4.872622847E7
