date, open, high, low, close, volume
2017-07-27,0.10510800033807755,0.10847900062799454,0.10088799893856049,0.1077369973063469,344499
2017-07-28,0.10763200372457504,0.10901899635791779,0.10147300362586975,0.10406699776649475,342568
2017-07-29,0.10478200018405914,0.11126399785280228,0.10110799968242645,0.10781099647283554,340218
2017-07-30,0.10793499648571014,0.10813800245523453,0.1031619980931282,0.10641399770975113,224261
2017-07-31,0.1068279966711998,0.10834900289773941,0.10159999877214432,0.1042499989271164,240309
2017-08-01,0.10459499806165695,0.10626599937677383,0.09610939770936966,0.09986680001020432,300413
2017-08-02,0.09972120076417923,0.10121099650859833,0.09736119955778122,0.1004519984126091,256793
2017-08-03,0.1003279983997345,0.10697799921035767,0.09911970049142838,0.10664200037717819,293008
2017-08-04,0.10668499767780304,0.10775599628686905,0.10269899666309357,0.10749399662017822,287621
2017-08-05,0.1074180006980896,0.14465300738811493,0.10706999897956848,0.12887099385261536,542878
2017-08-06,0.12929299473762512,0.13298800587654114,0.12737999856472015,0.13099899888038635,393681
2017-08-07,0.13395799696445465,0.1497649997472763,0.13330000638961792,0.14884799718856812,748177
2017-08-08,0.14899800717830658,0.22692500054836273,0.14776599407196045,0.22442099452018738,2617340
2017-08-09,0.22474800050258636,0.2606250047683716,0.22215799987316132,0.24291199445724487,3075320
2017-08-10,0.2518270015716553,0.3499760031700134,0.24505199491977692,0.3490790128707886,4118070
2017-08-11,0.34878501296043396,0.40965399146080017,0.31106698513031006,0.39257198572158813,4413920
2017-08-12,0.3921929895877838,0.47599199414253235,0.33758899569511414,0.44636499881744385,5080760
2017-08-13,0.4459899961948395,1.0226399898529053,0.4459899961948395,0.8768280148506165,13852100
2017-08-14,0.8729180097579956,1.4633899927139282,0.7357640266418457,1.2955700159072876,51698100
2017-08-15,1.3270900249481201,1.3789199590682983,0.9233719706535339,1.0565500259399414,19824400
2017-08-16,1.11968994140625,1.452720046043396,1.0786900520324707,1.4372400045394897,31363100
2017-08-17,1.4369699954986572,2.1113100051879883,1.323639988899231,1.9671499729156494,61296500
2017-08-18,1.9251899719238281,2.754120111465454,1.894700050354004,2.384000062942505,69048000
2017-08-19,2.334399938583374,2.334399938583374,1.8199399709701538,2.093369960784912,43391300
2017-08-20,2.1082100868225098,2.6894400119781494,2.075819969177246,2.502579927444458,65350400
2017-08-21,2.4307498931884766,2.9089200496673584,2.4307498931884766,2.7011098861694336,72000600
2017-08-22,2.72445011138916,2.72445011138916,2.224790096282959,2.4852700233459473,52091300
2017-08-23,2.4739699363708496,2.9554500579833984,2.4739699363708496,2.580430030822754,64925100
2017-08-24,2.6273601055145264,2.6639699935913086,2.2833800315856934,2.379319906234741,45080400
2017-08-25,2.3905699253082275,2.7299699783325195,2.3905699253082275,2.4968700408935547,49977600
2017-08-26,2.5303800106048584,2.5388400554656982,1.9605599641799927,2.1693599224090576,26690700
2017-08-27,2.1799700260162354,2.3135499954223633,1.8580199480056763,2.005189895629883,17214900
2017-08-28,2.0214900970458984,2.1674299240112305,1.9628000259399414,2.0429000854492188,15413900
2017-08-29,2.106250047683716,2.327579975128174,1.9897300004959106,2.327579975128174,20372000
2017-08-30,2.28193998336792,2.3653500080108643,2.094559907913208,2.3500499725341797,24830000
2017-08-31,2.3282299041748047,2.4081499576568604,2.1964499950408936,2.2037899494171143,20214800
2017-09-01,2.2016899585723877,2.3889899253845215,2.1165199279785156,2.3841700553894043,20990700
2017-09-02,2.5,2.8492701053619385,1.7224700450897217,1.9926799535751343,22995400
2017-09-03,1.9254800081253052,2.0192999839782715,1.4241700172424316,1.5757999420166016,11662000
2017-09-04,1.5766500234603882,1.5766500234603882,0.6130099892616272,1.0495699644088745,20075100
2017-09-05,1.0325100421905518,1.1194499731063843,0.7406219840049744,0.9737160205841064,9453770
2017-09-06,0.9905210137367249,1.1713000535964966,0.7354999780654907,1.0861400365829468,14279400
2017-09-07,1.0343400239944458,1.508270025253296,0.9567450284957886,1.3662199974060059,15442300
2017-09-08,1.3980400562286377,1.4039299488067627,0.9466009736061096,1.0068299770355225,9872850
2017-09-09,1.0091999769210815,1.0337799787521362,0.8630610108375549,0.9893010258674622,4011510
2017-09-10,0.9820780158042908,1.0027600526809692,0.8523849844932556,0.9421589970588684,3257430
2017-09-11,0.9491860270500183,1.101699948310852,0.9020000100135803,1.0258100032806396,5167180
2017-09-12,1.0334800481796265,1.208240032196045,0.9876319766044617,1.0356800556182861,7213490
2017-09-13,1.0428999662399292,1.0428999662399292,0.8802409768104553,0.9372040033340454,2780700
2017-09-14,0.9378700256347656,0.950177013874054,0.6734820008277893,0.6787840127944946,3134360
2017-09-15,0.683305025100708,0.8492169976234436,0.5267549753189087,0.7997090220451355,4625680
2017-09-16,0.8080559968948364,0.9271969795227051,0.7461130023002625,0.8041980266571045,2829570
2017-09-17,0.8034229874610901,0.8147969841957092,0.7337449789047241,0.789588987827301,1273640
2017-09-18,0.7895650267601013,0.9370290040969849,0.7876039743423462,0.909201979637146,3717860
2017-09-19,0.907397985458374,0.9091320037841797,0.7876530289649963,0.8024250268936157,2888420
2017-09-20,0.8150320053100586,0.8163840174674988,0.7436760067939758,0.7478899955749512,2536950
2017-09-21,0.7640129923820496,0.7817749977111816,0.6842809915542603,0.7021399736404419,2238040
2017-09-22,0.6988710165023804,0.7401540279388428,0.6832600235939026,0.7158929705619812,2099500
2017-09-23,0.717195987701416,0.777400016784668,0.7078449726104736,0.7709649801254272,2276080
2017-09-24,0.7758039832115173,0.7883470058441162,0.7362210154533386,0.7832679748535156,2402720
2017-09-25,0.7842440009117126,0.936568021774292,0.7733160257339478,0.9170590043067932,3695220
